coauthor	all_isiks	all_viafs	localid
$aAljak, Arnold,$d1887-1961	ISIK5262	http://viaf.org/viaf/5149542632800300984	4719
$aAljas, A	ISIK5264	""	4721
$aAljas, Valdur-Vladimir$d1908-1942	ISIK5269	http://viaf.org/viaf/65149542580400300088	4726
$aAlla, Armin,$d1911-1981	ISIK5278	http://viaf.org/viaf/160146462667927771686	4736
$aHaamer, Harri,$d1906-1987	ISIK530	http://viaf.org/viaf/77120226	4761
$aAller, Rudolf,$d1913-2002	ISIK5304	http://viaf.org/viaf/27628063	4766
$aAllik, Aleksei,$d1853-1932	ISIK5318 ISIK67	http://viaf.org/viaf/36153409759441582549	4781
$aHaava, Anna,$cpseud,$d1864-1957	ISIK532	http://viaf.org/viaf/7504610	4783
$aHaava, Anna,$cpseud.,$d1864-1957	ISIK532	http://viaf.org/viaf/7504610	4783
$aAllik, Artur,$d1889-1974	ISIK5323	http://viaf.org/viaf/3521149544587000490005	4787
$aTõrges, Tõnu,$cpseud.,$d1889-1974	ISIK5323	http://viaf.org/viaf/3521149544587000490005	4787
$aHaberman, Harald,$d1904-1986	ISIK536	http://viaf.org/viaf/52102863	4827
$aHabicht, Arnold,$d1878-1964	ISIK537	http://viaf.org/viaf/6810148753703841320003	4838
$aHacker, Wilhelm,$d1852-1923	ISIK541	http://viaf.org/viaf/75149542949500302761	4883
$aHahn, Traugott,$d1848-1939	ISIK544	http://viaf.org/viaf/13101653	4916
$aHaliste, Pärtel,$d1890-1944	ISIK547	http://viaf.org/viaf/125077964	4949
$aAltma, Albrecht,$d1897-1969	ISIK5485	http://viaf.org/viaf/311080525	4965
$aAltmann, Albrecht,$d1897-1969	ISIK5485	http://viaf.org/viaf/311080525	4965
$aHaller, A	ISIK549	http://viaf.org/viaf/42149542774600301360	4970
$aHaller, Anton Hermann,$d1833-1905	ISIK549	http://viaf.org/viaf/42149542774600301360	4970
$aHaller, Gustav,$d1871-1947	ISIK551	http://viaf.org/viaf/6340152381791401950008	4993
$aAltro, Theodor,$d1888-1941	ISIK5525	""	5010
$aAlttoa, Villem,$d1898-1975	ISIK5535	http://viaf.org/viaf/235930837	5021
$aHallimäe, Roopi,$d1908-1969	ISIK554	http://viaf.org/viaf/8204149544623100490005	5026
$aAluoja, Kaarli,$d1899-1975	ISIK5552	http://viaf.org/viaf/233146462715027772476	5040
$aAlver, Andres,$d1859-?	ISIK5561	""	5050
$aAlver, Andres,$d1869-1903	ISIK5562	http://viaf.org/viaf/180146462594327770376	5051
$aAlver, Annette	ISIK5564	""	5053
$aAlver, Betti,$d1906-1989	ISIK5565	http://viaf.org/viaf/7486341	5054
$aAlver, Eduard,$d1886-1939	ISIK5566	http://viaf.org/viaf/4735153411881641700003	5055
$aAlver, Hans,$d1887-1942	ISIK5570	http://viaf.org/viaf/8762149544627100490001	5060
$aAlvet, Armand,$d1909-1995	ISIK5583	http://viaf.org/viaf/30149542586200300475	5074
$aViro, Valdo,$cpseud.,$d1902-?	ISIK559	http://viaf.org/viaf/3149542788600301403	5081
$aAmbel, Henry,$d1918-	ISIK5596	""	5088
$aHangelaid, Kotri,$d1887-1961	ISIK560	http://viaf.org/viaf/1149542569600300127	5093
$aHanko, August,$d1879-1952	ISIK562	http://viaf.org/viaf/1656117	5115
$aAmbros, Maria,$d1901-1991	ISIK5624	""	5120
$aAmbros, Richard,$d1897-1981	ISIK5625	http://viaf.org/viaf/5148149544599900490006	5121
$aTammsaare, A. H.,$cpseud.,$d1878-1940	ISIK565	http://viaf.org/viaf/2510749	5148
$aHansen, August,$d1895-1952	ISIK566	""	5159
$aHansen, J.	ISIK568	""	5181
$aHansen, Jaan	ISIK568	""	5181
$aAnderson, Alfred,$d1901-1979	ISIK5689 VEPER1906	http://viaf.org/viaf/9314152381814901950000	5191
$aHansen, Leopold,$d1879-1964	ISIK569	http://viaf.org/viaf/299177613	5192
$aHansen, Peeter,$d1889-1950	ISIK570 VEPER2351	""	5204
$aAnderson, Eugen,$d1897-?	ISIK5705	""	5210
$aAnderson, Ilmar,$d1909-1997	ISIK5714	""	5220
$aHansen, Woldemar Adolf,$d1823-1881	ISIK572	""	5226
$aAndre, Juhan,$d1916-?	ISIK5746	""	5255
$aAndreesen, Mihkel,$d1890-?	ISIK5762	""	5273
$aHansson, Rudolf,$d1869-1945	ISIK578	http://viaf.org/viaf/14149542624300300993	5292
$aAndresen, Voldemar,$d1901-1942	ISIK5790	http://viaf.org/viaf/43149542793300301566	5304
$aHasselblatt, Arnold,$d1852-1927	ISIK581	http://viaf.org/viaf/81729570	5326
$aAndresson, Theodor,$d1900-1994	ISIK5816	http://viaf.org/viaf/57149542830700301930	5333
$aHasselblatt, Bruno,$d1886-1951	ISIK582	http://viaf.org/viaf/5215149544600600490006	5337
$aAngelus, Oskar,$d1892-1979	ISIK5839 VEPER867	http://viaf.org/viaf/41124321	5358
$aHasselblatt, Friedrich,$c1815-1870	ISIK584	http://viaf.org/viaf/13149542575600300138	5359
$aHasselblatt, Friedrich,$d1815-1870	ISIK584	http://viaf.org/viaf/13149542575600300138	5359
$aAngerjas, Anton,$d1891-1964	ISIK5841	""	5361
$aAnier, Robert,$d1894-?	ISIK5858	""	5379
$aAnimägi, Johan,$d1896-1941	ISIK5864 ISIK93	http://viaf.org/viaf/9149542592100300594	5386
$aAnimägi, Peeter,$d1902-1987	ISIK5867	http://viaf.org/viaf/58152379992901760455	5389
$aAnissimov, Aleksander,$d1890-1942	ISIK5870	""	5393
$aHedenstierna, Alfred,$d1852-1906	ISIK588	http://viaf.org/viaf/48188410	5403
$aAnnast, Hugo,$d1908-1943	ISIK5887	""	5411
$aAlits, Hans,$d?-1902	ISIK59	""	5425
$aHeiberg, Marie,$d1890-1942	ISIK591	http://viaf.org/viaf/101422857	5437
$aAnnist, August,$d1899-1972	ISIK5919 ISIK96	http://viaf.org/viaf/32016030	5447
$aLaanessaar, A. A.,$cpseud.,$d1899-1972	ISIK5919 ISIK96	http://viaf.org/viaf/32016030	5447
$aAnnist, Linda,$d1902-1981	ISIK5920	http://viaf.org/viaf/140149544560600490002	5449
$aAnnuk, August,$d1881-1952	ISIK5934	http://viaf.org/viaf/26152380095901762443	5464
$aGarris, A.,$cpseud	ISIK5947	http://viaf.org/viaf/12149542811500301695	5478
$aGarris, A.,$cpseud.	ISIK5947	http://viaf.org/viaf/12149542811500301695	5478
$aAnnus, Lembit	ISIK5973	""	5507
$aAnnusson, Jüri,$d1884-1965	ISIK5986 ISIK98 VEPER1491	http://viaf.org/viaf/61297248	5521
$aHeino, Toivo	ISIK600	""	5538
$aAnso, Hans,$d1910-?	ISIK6008	""	5547
$aHeinrichen, Johann,$d1824-1881	ISIK601	""	5549
$aHeinrichsen, Johann,$d1824-1881	ISIK601	""	5549
$aAnt, Ernst,$d1902-1944	ISIK6028	http://viaf.org/viaf/9154981723167741533	5569
$aAntik, Jaan,$d1859-1930	ISIK6045	http://viaf.org/viaf/3565154688485848380002	5588
$aHelbemäe, Gert,$d1913-1974	ISIK607 VEPER2381	http://viaf.org/viaf/24905467	5615
$aAnton, Ernst	ISIK6071	""	5617
$aHelenius-Seppälä, Matti Oskari,$d1870-1920	ISIK609	http://viaf.org/viaf/75979740	5637
$aAnton, Richard,$d1908-2002	ISIK6090	http://viaf.org/viaf/133149542837700301925	5638
$aAntropoff, Roman von,$d1836-1926	ISIK6109	http://viaf.org/viaf/9781149544634600490001	5659
$aHellat, Karl,$d1862-1935	ISIK611	http://viaf.org/viaf/7843149544620300490007	5660
$aHellat, Peeter,$d1857-1912	ISIK612	http://viaf.org/viaf/255145858146923022503	5671
$aAntson, Ants,$cpseud	ISIK6122	""	5674
$aHeller, Johann Friedrich,$d1786-1849	ISIK613	http://viaf.org/viaf/61555198	5682
$aAnvelt, Leo,$d1908-1983	ISIK6149	http://viaf.org/viaf/32231756	5703
$aHendrikson, Joh	ISIK615	""	5704
$aAraste, J.	ISIK6188	""	5745
$aAraste, Elmar,$d1894-1981	ISIK6189	http://viaf.org/viaf/6572149544610700490003	5746
$aAllas, Carl,$d1838-1910	ISIK62	http://viaf.org/viaf/9149542627200301031	5758
$aHermann, Jakob,$d1868-1949	ISIK620	""	5759
$aHermann, Karl August,$d1851-1909	ISIK621	http://viaf.org/viaf/58680718	5770
$aHesse, Theodor,$d1837-1927	ISIK624	http://viaf.org/viaf/20152381740101950005	5803
$aAret, Aino,$d1905-1968	ISIK6255	http://viaf.org/viaf/42153409756041582512	5820
$aAret, Aulis,$d1907-1974	ISIK6256	http://viaf.org/viaf/544146461514827731487	5821
$aAret, Kaarel,$d1892-1938	ISIK6257	http://viaf.org/viaf/16149542634900301001	5822
$aHiir, Erni,$d1900-1989	ISIK627	http://viaf.org/viaf/49083762	5836
$aArike, Marta,$d1902-1980	ISIK6270	""	5837
$aAriste, Erna,$d1904-2000	ISIK6274	http://viaf.org/viaf/11149542766000301318	5841
$aHiir, Valter	ISIK628	""	5847
$aArman, Harald,$d1910-1965	ISIK6286	http://viaf.org/viaf/47987231	5854
$aAlle, A	ISIK63	http://viaf.org/viaf/18618579	5869
$aAlle, August,$d1890-1952	ISIK63	http://viaf.org/viaf/18618579	5869
$aHindo, Nigul,$d1897-1970	ISIK630 VEPER1614	http://viaf.org/viaf/305088417	5870
$aHindrey, Karl August,$d1875-1947	ISIK631	http://viaf.org/viaf/56726088	5881
$aHoia Ronk,$cpseud.,$d1875-1947	ISIK631	http://viaf.org/viaf/56726088	5881
$aAron, Elise Johanna,$d1896-1982	ISIK6319	http://viaf.org/viaf/908149544566700490004	5891
$aHinnom, Arnold,$d1896-1989	ISIK632 VEPER825	http://viaf.org/viaf/41146635657541982429	5892
$aArrak, August,$d1891-1945	ISIK6331	http://viaf.org/viaf/52673185	5905
$aArrak, Osvald,$d1903-1943	ISIK6339	""	5913
$aHinzenberg, O.	ISIK634	""	5914
$aArras, A.,$cpseud	ISIK6342 VEPER2141	http://viaf.org/viaf/6455149544609800490003	5917
$aArras, August,$d1881-1968	ISIK6342 VEPER2141	http://viaf.org/viaf/6455149544609800490003	5917
$aArras, Gustav Felix,$d1904-?	ISIK6346	http://viaf.org/viaf/24149542815400301865	5921
$aArro, Christjan,$d1885-1942	ISIK6360	http://viaf.org/viaf/2765149544581300490008	5936
$aArro, Heinrich,$d1898-1985	ISIK6370	http://viaf.org/viaf/65049527	5947
$aArro, Johannes,$d1892-1979	ISIK6377	""	5954
$aHintzer, Karl Nikolai,$d1895-1967	ISIK638 VEPER2443	""	5957
$aArro, Karl,$d1910-1995	ISIK6381 VEPER2151	http://viaf.org/viaf/23962308	5959
$aArro, V.	ISIK6387	""	5965
$aAru, Arnold,$d1907-?	ISIK6398	""	5977
$aHirsch, Paul,$d1847-1902	ISIK641	http://viaf.org/viaf/7813152381803901950003	5991
$aAru, Jakob,$d1892-1976	ISIK6413	""	5995
$aAru, Kaarel	ISIK6417	""	5999
$aAru, M.	ISIK6423	""	6006
$aHoffmann, Hugo Wilhelm,$d1843-1904	ISIK644	http://viaf.org/viaf/4346149544593500490008	6024
$aArumäe, August,$d1895-1976	ISIK6454	http://viaf.org/viaf/62719977	6040
$aHolberg, Selma,$d1898-1983	ISIK646	""	6046
$aHollmann, Rudolf Gustav,$d1798-1858	ISIK648	http://viaf.org/viaf/25149542907100302622	6068
$aArvisto, Maks Erich,$d1896-1936	ISIK6480	http://viaf.org/viaf/7019149544614100490006	6069
$aAllermann, Sofie,$d1890-1938	ISIK65	""	6090
$aHolst, Robert,$d1858-1901	ISIK650	http://viaf.org/viaf/3302152381769301950001	6091
$aAspe, Elisabeth,$d1860-1927	ISIK6507	http://viaf.org/viaf/72971536	6099
$aAsper, Vilma Veronika,$d1907-?	ISIK6519	""	6112
$aAst, Alma,$d1884-1958	ISIK6539	""	6134
$aAsverus, Franz Gotthilf Friedrich,$d1747-1818	ISIK6558	http://viaf.org/viaf/315523878	6154
$aHorm, Arvo,$d1913-1996	ISIK656 VEPER1617	http://viaf.org/viaf/163435193	6156
$aAud, Juhan,$d1895-1941	ISIK6565	""	6162
$aHorm, Valter,$d1908-1990	ISIK657	http://viaf.org/viaf/133149542775900301340	6167
$aAudova, Joh.	ISIK6575	""	6173
$aHubel, Eduard,$d1879-1957	ISIK658	http://viaf.org/viaf/12449004	6178
$aMetsanurk, Mait,$cpseud.,$d1879-1957	ISIK658	http://viaf.org/viaf/12449004	6178
$aAug, A.	ISIK6584	""	6183
$aAul, Marie Helene,$d1893-1955	ISIK6593	""	6192
$aAule, Eduard Georg,$d1878-1947	ISIK6599	http://viaf.org/viaf/502149544563400490002	6198
$aAumann, M	ISIK6613	""	6215
$aAumann, Mihkel,$d1885-?	ISIK6613	""	6215
$aAun, Elise,$d1863-1932	ISIK6624	http://viaf.org/viaf/313253761	6227
$aAun, Karl,$d1861-1945	ISIK6633	http://viaf.org/viaf/9344149544631400490008	6237
$aAunap, Eduard-Gustav,$d1888-1955	ISIK6638	http://viaf.org/viaf/3456644	6242
$aHurt, Jakob,$d1839-1907	ISIK664	http://viaf.org/viaf/36910073	6244
$aAunaste, Randar,$d1915-2001	ISIK6644	""	6249
$aAunin, Eduard,$d1889-?	ISIK6647	""	6252
$aHurt, Johann,$d1853-1898	ISIK665	""	6255
$aAunverdt, Johannes Nathan,$d1889-1927	ISIK164 ISIK6658	http://viaf.org/viaf/208144782944566463274	6263
$aHurt, Juhan,$d1893-?	ISIK666	""	6265
$aHärma, Miina,$d1864-1941	ISIK670	http://viaf.org/viaf/45998979	6309
$aAvarsoo, Peeter	ISIK6709	""	6319
$aHärms, Mihkel,$d1874-1941	ISIK671	http://viaf.org/viaf/45344915	6320
$aHörschelmann, August,$d1842-1913	ISIK672	http://viaf.org/viaf/2907149544582200490001	6331
$aAvik, August	ISIK6731	http://viaf.org/viaf/32149542762200301270	6344
$aHünerson, Eleonore,$d1890-1949	ISIK674 VEPER2466	http://viaf.org/viaf/3743149544588800490008	6352
$aAlava, Vihtori,$d1870-1935?	ISIK6746	""	6359
$aDepman, Jaan,$d1885-1970	ISIK6757	http://viaf.org/viaf/166755255	6371
$aZamenhof, Ludwik Lazarus,$d1859-1917	ISIK6759	http://viaf.org/viaf/73885295	6373
$aHünerson, Jaan,$d1882-1942	ISIK676	http://viaf.org/viaf/317278175	6374
$aHüsse, Johannes,$d1901-1977	ISIK677	http://viaf.org/viaf/263522389	6385
$aHorn, O. W. von,$cpseud.,$d1798-1867	ISIK6770	http://viaf.org/viaf/44737111	6386
$aHorn, W. O. von,$cpseud.,$d1798-1867	ISIK6770	http://viaf.org/viaf/44737111	6386
$aHorn, W. O. von,$d1798-1867	ISIK6770	http://viaf.org/viaf/44737111	6386
$aHaavio, Martti,$d1899-1973	ISIK6796	http://viaf.org/viaf/41996032	6414
$aMustapää, P.,$cpseud.,$d1899-1973	ISIK6796	http://viaf.org/viaf/41996032	6414
$aAllik, Hendrik,$d1901-1989	ISIK68	http://viaf.org/viaf/13945394	6418
$aLaanjärv, Juhan,$cpseud.,$d1900-1980	ISIK680	http://viaf.org/viaf/4811149544597300490009	6419
$aIbius, Otu,$d1904-1975	ISIK681	http://viaf.org/viaf/3902149544590100490007	6430
$aNolcken, Nikolai von,$d1830-1913	ISIK6810	http://viaf.org/viaf/88301166	6431
$aTšehhov, Anton,$d1860-1904	ISIK6818	http://viaf.org/viaf/95216565	6439
$aWeilin, Yrjö,$d1875-1930	ISIK6822	""	6444
$aLeander, Richard,$cpseud.,$d1830-1889	ISIK6826	http://viaf.org/viaf/100176545	6448
$aVolkmann, R	ISIK6826	http://viaf.org/viaf/100176545	6448
$aPinna, Paul	ISIK6830	http://viaf.org/viaf/45112085	6453
$aPinna, Paul,$d1884-1949	ISIK6830	http://viaf.org/viaf/45112085	6453
$aJännes, Arvi,$cpseud.,$d1848-1915	ISIK6834	http://viaf.org/viaf/56598478	6457
$aTiismann, Hans,$d1829-1886	ISIK6841	http://viaf.org/viaf/7567149544618100490004	6465
$aVoionmaa, Väinö,$d1869-1947	ISIK6864	""	6490
$aIllisson, Leonhard Friedrich,$d1911-1993	ISIK687	""	6496
$aIlmjärv, M	ISIK689	http://viaf.org/viaf/3149542583200300100	6518
$aIlmjärv, M.	ISIK689	http://viaf.org/viaf/3149542583200300100	6518
$aIlmjärv, Mihkel	ISIK689	http://viaf.org/viaf/3149542583200300100	6518
$aIlmjärv, Mihkel,$d1891-1951	ISIK689	http://viaf.org/viaf/3149542583200300100	6518
$aKuusner, Hugo,$d1887-1942	ISIK6893	http://viaf.org/viaf/5132149544599800490000	6522
$aVilms, Jüri,$d1889-1918	ISIK6899	http://viaf.org/viaf/57419326	6528
$aOffe, Benedikt August Friedrich,$d1786-1850	ISIK6900	http://viaf.org/viaf/4149542586400300600	6531
$aSchultz, Woldemar,$d1813-1887	ISIK6907	http://viaf.org/viaf/88263343	6538
$aOras, Livia,$d1909-1986	ISIK6917	http://viaf.org/viaf/4410149544594200490001	6549
$aOras, Livia, 1909-1986	ISIK6917	http://viaf.org/viaf/4410149544594200490001	6549
$aJõe, Heino,$d1913-1990	ISIK6919 VEPER2622	http://viaf.org/viaf/55933059	6551
$aKurlents, Alfred,$d1902-1990	ISIK6926 VEPER1806	http://viaf.org/viaf/33043701	6559
$aKurmes, Ain,$cpseud.,$d1902-1990	ISIK6926 VEPER1806	http://viaf.org/viaf/33043701	6559
$aIndreko, Richard,$d1900-1961	ISIK693 VEPER1457	http://viaf.org/viaf/12433560	6563
$aIngel, Bernhard,$d1901-1983	ISIK694 VEPER2492	""	6574
$aIrd, Kaarel,$d1909-1986	ISIK696	http://viaf.org/viaf/81409932	6596
$aSipelgas, Aleksander,$d1885-1937	ISIK6960	http://viaf.org/viaf/3256149544585000490005	6597
$aPaldrok, Aleksander,$d1871-1944	ISIK6962	http://viaf.org/viaf/84824914	6599
$aKajava, Yrjö,$d1884-1929	ISIK6963	""	6600
$aEnd, Eevi,$d1916-1993	ISIK6967 VEPER2265	http://viaf.org/viaf/48242828	6604
$aUibo, Enn,$d1912-1965	ISIK6979	http://viaf.org/viaf/30477228	6617
$aGutves, Jaan,$d1878-1957	ISIK6987	""	6626
$aEiner, Karl,$d1907-1968	ISIK6989 VEPER2232	http://viaf.org/viaf/71486223	6628
$aHinno, Karl,$d1904-1982	ISIK6991	http://viaf.org/viaf/52149542627600301040	6631
$aNahe, Oskar	ISIK6996	""	6636
$aAavakivi, Richard,$d1873-1906	ISIK7	http://viaf.org/viaf/6146217685209141106	6640
$aKask, Arnold,$d1902-1994	ISIK7002	http://viaf.org/viaf/18639070	6645
$aJürgenson, Hermann,$d1891-?	ISIK7012	""	6655
$aVariste, Jüri,$d1907-1989	ISIK7016	http://viaf.org/viaf/40479361	6659
$aSarapuu, Erich,$d1917-2004	ISIK7024	""	6668
$aRebane, Hans,$d1885-1936	ISIK7034	""	6679
$aAkkov, Osvald	ISIK7038	""	6683
$aSongi, Voldemar	ISIK7050	""	6697
$aIvask, Albert,$d1906-1995	ISIK708	http://viaf.org/viaf/16069028	6729
$aAlliksaar, Linda,$d1917-1988	ISIK71	http://viaf.org/viaf/17153409733241581703	6751
$aIvask, Udo,$d1878-1922	ISIK710	http://viaf.org/viaf/91468738	6752
$aJaakson, Aadu,$d1860-1906	ISIK713	http://viaf.org/viaf/23153409657941580489	6785
$aJaakson, M	ISIK717	http://viaf.org/viaf/7869153411808241700000	6829
$aJaakson, M.	ISIK717	http://viaf.org/viaf/7869153411808241700000	6829
$aJaakson, Madis,$d1875-1949	ISIK717	http://viaf.org/viaf/7869153411808241700000	6829
$aJaakson, Madis,$d1875-1949.	ISIK717	http://viaf.org/viaf/7869153411808241700000	6829
$aAllo, Gustav,$d1853-1943	ISIK72	http://viaf.org/viaf/117149542899000302505	6862
$aJaason, Jakob,$d1882-1931	ISIK726	""	6870
$aJaik, Juhan,$d1899-1948	ISIK729 VEPER2513	http://viaf.org/viaf/81498418	6873
$aJaik, Konstantin,$d1882-1943	ISIK730 VEPER2514	http://viaf.org/viaf/6297149544608600490003	6875
$aKenamägi, Elvine,$cpseud.,$d1882-1943	ISIK730 VEPER2514	http://viaf.org/viaf/6297149544608600490003	6875
$aJaik, P	ISIK731	""	6876
$aJakobson, Carl Robert,$d1841-1882	ISIK734	http://viaf.org/viaf/8443870	6879
$aLinnutaja,$cpseud.,$d1841-1882	ISIK734	http://viaf.org/viaf/8443870	6879
$aJakobson, Eduard Magnus,$d1847-1903	ISIK735	http://viaf.org/viaf/2976149544582900490003	6880
$aAltermann, Theodor,$d1885-1915	ISIK74	http://viaf.org/viaf/296393496	6885
$aJakobson, Märt,$d1828-1904	ISIK741	""	6887
$aJakobson, Peeter,$d1854-1899	ISIK742 VEPER2521	http://viaf.org/viaf/22574921	6888
$aKaasik, Karl	ISIK750	""	6897
$aKaasik, Nikolai,$d1900-1950	ISIK751 VEPER1469	http://viaf.org/viaf/301829987	6898
$aKaaver, Valter,$d1904-1946	ISIK752	http://viaf.org/viaf/50147095166525082648	6899
$aKadari, Helmut,$d1903-1976	ISIK755	http://viaf.org/viaf/9001149544629000490000	6902
$aKaelas, Aleksander,$d1911-1964	ISIK757 VEPER1471	http://viaf.org/viaf/69624695	6904
$aKahu, Hans,$d1877-1929	ISIK762	""	6910
$aKaiv, Johannes,$d1897-1965	ISIK770 VEPER1626	http://viaf.org/viaf/7830149544620200490005	6919
$aKajara, Hugo,$d1895-1971	ISIK773	http://viaf.org/viaf/28149542786900301422	6922
$aKalamees, Aleksander,$d1897-1987	ISIK776	http://viaf.org/viaf/17055497	6925
$aKalasim, Linda,$d1902-2005	ISIK777 VEPER391	http://viaf.org/viaf/62152380096501762589	6926
$aKaljumäe, Voldemar	ISIK783	""	6933
$aKaljuvee, Julius,$d1869-1940	ISIK785	http://viaf.org/viaf/79946535	6935
$aKallas, Aino$d1878-1956	ISIK787	http://viaf.org/viaf/9887250	6937
$aKallas, Aino,$d1878-1956	ISIK787	http://viaf.org/viaf/9887250	6937
$aKallas, Linda,$d1888(1889)-1937	ISIK789	http://viaf.org/viaf/9138149544629900490009	6939
$aKariste, Aare,$cpseud.,$d1888(1889)-1937	ISIK789	http://viaf.org/viaf/9138149544629900490009	6939
$aKallas, Oskar,$d1868-1946	ISIK791 VEPER1627	http://viaf.org/viaf/54136268	6942
$aKallas, Rudolf Gottfried,$d1851-1913	ISIK793	http://viaf.org/viaf/105832223	6944
$aKallis, Oskar,$d1892-1918	ISIK795	""	6946
$aKallus, Aleksander,$d1897-1942	ISIK796	http://viaf.org/viaf/14149542575600300131	6947
$aKalmholm, J.	ISIK799	http://viaf.org/viaf/17149542820100301983	6950
$aKalmholm, J.J	ISIK799	http://viaf.org/viaf/17149542820100301983	6950
$aKampmaa, Mihkel,$d1867-1943	ISIK805	http://viaf.org/viaf/66073129	6957
$aAmbur, Paul,$d1904-1974	ISIK81	http://viaf.org/viaf/45392077	6962
$aKindluste, Evald,$cpseud.,$d1904-1974	ISIK81	http://viaf.org/viaf/45392077	6962
$aSancho Panza,$cpseud.,$d1904-1974	ISIK81	http://viaf.org/viaf/45392077	6962
$aKana, Eduard,$d1900-1951	ISIK810	""	6963
$aKanarik, Paul,$d1907-1940	ISIK812	http://viaf.org/viaf/1060780	6965
$aKangilaski, Juhan,$d1904-1981	ISIK816	http://viaf.org/viaf/442149544563100490005	6969
$aTseko,$cpseud.,$d1904-1981	ISIK816	http://viaf.org/viaf/442149544563100490005	6969
$aKangilaski, Ott,$d1911-1975	ISIK817	http://viaf.org/viaf/72426456	6970
$aKangro-Pool, J.	ISIK821	""	6975
$aKangro-Pool, Jaan,$d1866-1921	ISIK821	""	6975
$aKangro-Pool, Rasmus,$cvanem,$d1890-1963	ISIK822	http://viaf.org/viaf/68939401	6976
$aKangur, Leo,$d1901-?	ISIK832	""	6987
$aKangur, P.	ISIK833	""	6988
$aKann, Aleksander,$d1889-1942	ISIK834	http://viaf.org/viaf/132149542620200300865	6989
$aKann, Peeter,$d1883-1943	ISIK836	http://viaf.org/viaf/8751149544627100490009	6991
$aKansa, Eduard,$d1887-1946	ISIK837	http://viaf.org/viaf/7062149544614500490006	6992
$aKant, Edgar,$d1902-1978	ISIK838 VEPER877	http://viaf.org/viaf/119713443	6993
$aKapp, Joosep,$d1833-1894	ISIK840	http://viaf.org/viaf/5655149544603600490005	6996
$aKappel, Johannes,$d1855-1907	ISIK843	http://viaf.org/viaf/121276418	6999
$aKareda, Endel,$d1914-1968	ISIK847 VEPER1401	http://viaf.org/viaf/164829474	7003
$aKarlson, Ferdinand,$d1875-1941	ISIK855	http://viaf.org/viaf/2091149544575900490005	7012
$aKarotamm, Nikolai,$d1901-1969	ISIK864	http://viaf.org/viaf/824332	7021
$aKarp, Villem,$d1861-1941	ISIK867	""	7024
$aKarp, Villem,$d1861-?	ISIK867	""	7024
$aKaru, Elmar,$d1903-1996	ISIK876	http://viaf.org/viaf/31942394	7034
$aJaanhold, Jüri,$d1882-?	ISIK886	""	7045
$aAndreller, Jüri	ISIK89	""	7049
$aJaanus, Johannes,$d1861-1941	ISIK890	http://viaf.org/viaf/6985149544613800490008	7050
$aAndresen, Nigol,$d1899-1985	ISIK90	http://viaf.org/viaf/233605199	7061
$aOrmi Arp,$cpseud.,$d1899-1985	ISIK90	http://viaf.org/viaf/233605199	7061
$aJalajas, Oskar,$d1894-1930	ISIK916	""	7079
$aJalakas, August	ISIK920	http://viaf.org/viaf/6968149544613700490002	7084
$aJalakas, Karl-Arnold,$d1901-1942	ISIK920	http://viaf.org/viaf/6968149544613700490002	7084
$aJalakas, Rudolf,$d1914-1997	ISIK921 VEPER1460	http://viaf.org/viaf/77854841	7085
$aJanno, Richard,$d1900-1942	ISIK925	http://viaf.org/viaf/19607279	7089
$aLilienthal, Eduard	ISIK925	http://viaf.org/viaf/19607279	7089
$aPahlbärk, Juhan,$cpseud.,$d1900-1942	ISIK925	http://viaf.org/viaf/19607279	7089
$aJannsen, Harry,$d1851-1913	ISIK927	http://viaf.org/viaf/13075460	7091
$aJannsen, Johann Voldemar,$d1819-1890	ISIK928	http://viaf.org/viaf/34574621	7092
$aJans, Johan,$d1880-1941	ISIK929	http://viaf.org/viaf/46249068	7093
$aJansen, August,$d1881-1957	ISIK931	http://viaf.org/viaf/221090873	7095
$aJansen, Helmi,$d1889-1960	ISIK933	http://viaf.org/viaf/567149544564100490002	7097
$aJanson, Nikolai,$d1882-1941	ISIK936	""	7100
$aJea, Aleksander,$d1888-1937	ISIK941	""	7106
$aJensen, Jaan,$d1904-1967	ISIK943	http://viaf.org/viaf/250555073	7108
$aJohani, Helene,$d1903-1999	ISIK946	http://viaf.org/viaf/107056618	7111
$aJohannson, G.	ISIK948	""	7113
$aJohanson, H.	ISIK950 VEPER1948	""	7116
$aJohanson, Hans	ISIK950 VEPER1948	""	7116
$aJohansen, Paul,$d1901-1965	ISIK953	http://viaf.org/viaf/71518989	7119
$aJohanson, A.	ISIK954	""	7120
$aJohanson, Ado,$d1874-1932	ISIK955	http://viaf.org/viaf/11149542594200300743	7121
$aJohanson, Leopold,$d1888-1941	ISIK957	""	7123
$aJohanson-Pärna, Jakob,$d1858-1936	ISIK960	http://viaf.org/viaf/9153409751041582470	7126
$aKägu, Jaan,$cpseud.,$d1902-1935	ISIK962	http://viaf.org/viaf/1662149544572100490007	7128
$aJoonas, Erich,$d1893-1944	ISIK963	http://viaf.org/viaf/4306149544593200490005	7129
$aIlistvere, M.,$cpseud.,$d1884-1942	ISIK974	http://viaf.org/viaf/1205149544569100490008	7141
$aJuhkam, Mihkel,$d1884-1942	ISIK974	http://viaf.org/viaf/1205149544569100490008	7141
$aJung, Jaan,$d1835-1900	ISIK980	http://viaf.org/viaf/305091805	7147
