coauthor	all_isiks	all_viafs	localid
$aRistikivi, Karl,$d1912-1977	ISIK3105	http://viaf.org/viaf/12403697	2334
$aRistkok, Valve,$d1911-2004	ISIK3106	http://viaf.org/viaf/66371285	2335
$aSaretok, Valve,$d1911-2004	ISIK3106	http://viaf.org/viaf/66371285	2335
$aRitsing, Richard,$d1903-1994	ISIK3108	http://viaf.org/viaf/60710364	2337
$aRitslaid, Johannes,$d1906-1989	ISIK3109	http://viaf.org/viaf/12154981721867740581	2338
$aDolf, Evald,$d1874-1953	ISIK311	""	2339
$aDolf, Evald,$d1874-?1953	ISIK311	""	2339
$aDolf, Evald William,$d1874-1953	ISIK311	""	2339
$aRoht, Richard,$d1891-1950	ISIK3115	http://viaf.org/viaf/40207962	2345
$aRomberg, Andreas,$d1767-1821	ISIK3119	http://viaf.org/viaf/27216784	2349
$aRoone, Eduard,$d1911-1942	ISIK3122	""	2353
$aRoos, Jaan,$d1888-1965	ISIK3125	http://viaf.org/viaf/50056107	2356
$aRoose, Artur,$d1903-1929	ISIK3126	http://viaf.org/viaf/6583149544610800490008	2357
$aRoosileht, August,$d1887-1941	ISIK3127	http://viaf.org/viaf/273644964	2358
$aRoostalu, Jaan,$d1884-1947	ISIK3131	""	2363
$aRootslane, Jaan,$d1874-1907	ISIK3135	http://viaf.org/viaf/49152379997101760749	2367
$aRootsmäe, Taavet,$d1885-1959	ISIK3137	http://viaf.org/viaf/1325149544569700490001	2369
$aRosenberg, Georg,$d1837-1903	ISIK3141	http://viaf.org/viaf/4149542900400302409	2374
$aRosenberg, Gustav W	ISIK3143	http://viaf.org/viaf/11149542952400302738	2376
$aRosenberg, Gustav W.	ISIK3143	http://viaf.org/viaf/11149542952400302738	2376
$aRosenberg, K	ISIK3145	""	2378
$aRosenplänter, Johann Heinrich,$d1782-1846	ISIK3149	http://viaf.org/viaf/7381618	2382
$aRosenthal, Heinrich,$d1846-1916	ISIK3152	http://viaf.org/viaf/226482485	2386
$aRosenthal, J	ISIK3153	""	2387
$aEst Mannlane,$cpseud	ISIK3157	http://viaf.org/viaf/44149542960800302806	2391
$aDrewerk, Frieda,$d1898-1978	ISIK316	http://viaf.org/viaf/33627404	2394
$aMorn, Reed,$cpseud.,$d1898-1978	ISIK316	http://viaf.org/viaf/33627404	2394
$aRull, Ado,$d1884-1918	ISIK3163	http://viaf.org/viaf/3149542904400302541	2398
$aAnonymus,$cpseud.,$d1869-1911	ISIK3164	http://viaf.org/viaf/76149542812800301710	2399
$aRull, Andres,$d1869-1911	ISIK3164	http://viaf.org/viaf/76149542812800301710	2399
$aRumba, Mihkel	ISIK3167	""	2402
$aRumma, Jaan,$d1887-1926	ISIK3168	http://viaf.org/viaf/18260543	2403
$aRummo, Jaan,$d1897-1960	ISIK3169	http://viaf.org/viaf/6885149544613300490007	2404
$aRummo, Paul,$d1909-1981	ISIK3170	http://viaf.org/viaf/66484299	2406
$aRussow, Friedrich,$d1828-1906	ISIK3174	http://viaf.org/viaf/34840920	2410
$aRusswurm, Carl,$d1812-1883	ISIK3175	http://viaf.org/viaf/69689516	2411
$aRuubel, J	ISIK3178	""	2414
$aRuubel, Märt,$d1877-?	ISIK3179	""	2415
$aRuus, Neeme,$d1911-1942	ISIK3183	http://viaf.org/viaf/5015149544598800490009	2420
$aRuut, Kaarli,$d1862-1929	ISIK3184	http://viaf.org/viaf/757149544565500490009	2421
$aRuven, Johannes,$d1902-1942	ISIK3187	http://viaf.org/viaf/8482149544625300490002	2424
$aRõdali, Otto,$d1911-1941	ISIK3188	http://viaf.org/viaf/11153409767941582637	2425
$aRõõm, Joh	ISIK3190	""	2428
$aRõõmus, G	ISIK3192	""	2430
$aRägastik, E.	ISIK3194	""	2432
$aRängel, Aleksander,$d1891-1985	ISIK3198	http://viaf.org/viaf/2012149544575200490005	2436
$aRänk, Gustav,$d1902-1998	ISIK3199 VEPER1745	http://viaf.org/viaf/112646674	2437
$aRäppo, Gustav	ISIK3201	""	2441
$aRästas, Otto,$d1890-1938	ISIK3205	http://viaf.org/viaf/304971861	2445
$aLoide, Endel,$cpseud	ISIK3206 VEPER4058	http://viaf.org/viaf/10149542961000302857	2446
$aDunkel, Johannes,$d1845-1935	ISIK321	http://viaf.org/viaf/47149542619800300941	2450
$aRätsepp, Valter,$d?-1937	ISIK3210	http://viaf.org/viaf/2149542589500300724	2451
$aRäägo, Richard,$d1893-1941	ISIK3213	http://viaf.org/viaf/8576149544626100490005	2454
$aSaabas, Ernst	ISIK3219	""	2460
$aSaal, A.	ISIK3221	http://viaf.org/viaf/52499635	2463
$aSaal, Andres,$d1861-1931	ISIK3221	http://viaf.org/viaf/52499635	2463
$aSaan, Armin,$d1866-1955	ISIK3225	http://viaf.org/viaf/72149542819700301906	2467
$aSaar, Aleksander Martin,$d1866-1955	ISIK3229	http://viaf.org/viaf/119149542582700300281	2471
$aSaar, August	ISIK3231	""	2474
$aSaar, G.	ISIK3233	http://viaf.org/viaf/306221711	2476
$aSaar, Gustav,$d1901-1930	ISIK3233	http://viaf.org/viaf/306221711	2476
$aKivilombi Ints,$cpseud.,$d1893-u.1944	ISIK3235	http://viaf.org/viaf/4024149544590900490006	2478
$aRaassaar, Hindrek,$cpseud.,$d1893-u.1944	ISIK3235	http://viaf.org/viaf/4024149544590900490006	2478
$aSaar, Henrik,$d1893-u.1944	ISIK3235	http://viaf.org/viaf/4024149544590900490006	2478
$aRütli, Johannes Oskar,$d1871-1949	ISIK3236	http://viaf.org/viaf/52146708120900841244	2479
$aRütli, Oskar,$d1871-1949	ISIK3236	http://viaf.org/viaf/52146708120900841244	2479
$aSandra, Jaan,$d1862-1925	ISIK3239	http://viaf.org/viaf/10149542974900302897	2482
$aEberhard, Paul,$d1819-1886	ISIK324	http://viaf.org/viaf/58149542635500301009	2483
$aSang, August,$d1914-1969	ISIK3240	http://viaf.org/viaf/37636320	2484
$aMerilaas, Kersti,$cpseud.,$d1913-1986	ISIK3241	http://viaf.org/viaf/50701712	2485
$aSannamees, Ferdi,$d1895-1963	ISIK3243	http://viaf.org/viaf/305382131	2487
$aSannik, Hermann,$d1984-1941	ISIK3244	http://viaf.org/viaf/32149542769600301326	2488
$aSapotzki, Ludvig,$d1881-?	ISIK3247	http://viaf.org/viaf/15149542974200302837	2491
$aSaral, Karl,$d1880-1942	ISIK3248	http://viaf.org/viaf/9864149544635200490001	2492
$aSarv, Jaan,$d1877-1954	ISIK3262	http://viaf.org/viaf/1055539	2508
$aSarv, Paul,$d1916	ISIK3263	""	2509
$aEderberg, Friedrich Wilhelm,$d1859-1939	ISIK327	http://viaf.org/viaf/4399149544594100490009	2516
$aSaar, Mart,$d1882-1963	ISIK3270	http://viaf.org/viaf/32419843	2517
$aSaviauk, Jaan	ISIK3279	""	2526
$aEderberg, Julie Wilhelmine,$d1861-1897	ISIK328	http://viaf.org/viaf/5888149544605200490008	2527
$aHelmi,$cpseud.,$d1861-1897	ISIK328	http://viaf.org/viaf/5888149544605200490008	2527
$aSaving, Reinhold,$d1904-1970	ISIK3280	""	2528
$aSavinkov, Boriss,$d1879-1925	ISIK3281	http://viaf.org/viaf/19686434	2529
$aSchmalz, Hermann Julius,$d1870-1945	ISIK3286	http://viaf.org/viaf/3177149544584400490009	2534
$aSchmiedehelm, Marta,$d1896-1981	ISIK3289	http://viaf.org/viaf/19670968	2537
$aEderma, Bruno,$d1900-1976	ISIK329 VEPER2208	http://viaf.org/viaf/3149542895300302467	2538
$aSchulzenberg, Hans,$d1871-1921	ISIK3296	http://viaf.org/viaf/49149542580600300462	2545
$aDr. Bertram,$cpseud.,$d1808-1875	ISIK3299	http://viaf.org/viaf/117211475	2548
$aSchultz, Georg Julius von,$d1808-1875	ISIK3299	http://viaf.org/viaf/117211475	2548
$aPaenasti, Eduard,$cpseud.,$d1885-1944	ISIK3303	http://viaf.org/viaf/7297149544616100490008	2554
$aSchönberg, Eduard,$d1885-1944	ISIK3303	http://viaf.org/viaf/7297149544616100490008	2554
$aSchüdlöffel, Gustav Heinrich,$d1798-1859	ISIK3304	http://viaf.org/viaf/7621149544618400490001	2555
$aSeim, Ernst-Richard,$d1895-1979	ISIK3310	""	2562
$aSein, Edgar,$d1908-1940	ISIK3311	http://viaf.org/viaf/317284088	2563
$aMõigur, Joe,$cpseud.,$d1909-1986	ISIK3314	http://viaf.org/viaf/8098149544622200490000	2566
$aSelg, Frieda,$d1909-1986	ISIK3314	http://viaf.org/viaf/8098149544622200490000	2566
$aSelg, Johannes,$d1908-1973	ISIK3315	http://viaf.org/viaf/3149542842400301956	2567
$aSelge, Alma,$d1898-1986	ISIK3317	http://viaf.org/viaf/19153409732141581736	2569
$aSeljamaa, Julius,$d1883-1936	ISIK3319	http://viaf.org/viaf/5794149544604700490008	2571
$aSell, Elisabeth,$d1874-?	ISIK3322	""	2575
$aPanius-Semmiste, J. S.,$cpseud.,$d1882-1942	ISIK3323	http://viaf.org/viaf/4464149544594500490003	2576
$aNaata Nael,$cpseud.,$d1892-1970	ISIK3325	http://viaf.org/viaf/86378	2578
$aSemper, Johannes,$d1892-1970	ISIK3325	http://viaf.org/viaf/86378	2578
$aEenpalu, Kaarel,$d1888-1942	ISIK333	http://viaf.org/viaf/47565426	2583
$aSaareste, Andrus,$d1892-1964	ISIK3330 VEPER2890	http://viaf.org/viaf/113107565	2584
$aSaarnak, Felix	ISIK3334	""	2588
$aSaarts, Leopold,$d1908-1937	ISIK3339	http://viaf.org/viaf/60149542769900301329	2593
$aEenpalu, Linda,$d1890-1967	ISIK334	http://viaf.org/viaf/2135149544576200490004	2594
$aSaat, Joosep,$d1900-1977	ISIK3340	http://viaf.org/viaf/215285653	2595
$aSepp, Arnold	ISIK3346 VEPER1796	http://viaf.org/viaf/2566248	2601
$aSepp, Arnold,$d1908-1979	ISIK3346 VEPER1796	http://viaf.org/viaf/2566248	2601
$aSepp, Hendrik,$d1888-1943	ISIK3348	http://viaf.org/viaf/61932185	2603
$aSepp, Johann,$d1867-1937	ISIK3350	http://viaf.org/viaf/2149542911000302264	2606
$aSarvesaare, Rein,$cpseud.,$d1892-1941	ISIK3351	http://viaf.org/viaf/2816149544581600490009	2607
$aSepp, Leo,$d1892-1941	ISIK3351	http://viaf.org/viaf/2816149544581600490009	2607
$aSepp, Paul,$d1874-1953	ISIK3352	http://viaf.org/viaf/3611149544587600490001	2608
$aAllari, Henrik,$cpseud.,$d1905-1990	ISIK3358	http://viaf.org/viaf/53338399	2614
$aSeppik, Henrik,$d1905-1990	ISIK3358	http://viaf.org/viaf/53338399	2614
$aEerme, Karl,$d1905-1975	ISIK336 VEPER2165	http://viaf.org/viaf/15146574876138150622	2616
$aSibul, Aleksander,$d1884-1981	ISIK3364	http://viaf.org/viaf/52720801	2621
$aSihver, Jaan,$d1879-1918	ISIK3369	""	2626
$aEglon, Johannes,$d1836-1908	ISIK337	http://viaf.org/viaf/22149542976800302921	2627
$aEglon, Johannes, 1836-1908	ISIK337	http://viaf.org/viaf/22149542976800302921	2627
$aSiirak, Erna,$d1911-1987	ISIK3377	http://viaf.org/viaf/246168525	2635
$aSaha, Hillar,$d1899-1981	ISIK3381	http://viaf.org/viaf/85843289	2640
$aSaks, Edgar V.,$d1910-1984	ISIK3385 VEPER4202	http://viaf.org/viaf/116145542418196640338	2644
$aSaks, H	ISIK3386 VEPER2288	""	2645
$aSaks, H.	ISIK3386 VEPER2288	""	2645
$aSalev, Kaarel,$d1905-1941	ISIK3389	http://viaf.org/viaf/52725170	2648
$aSikk, Karl	ISIK3389	http://viaf.org/viaf/52725170	2648
$aEhrlich, August	ISIK339	""	2649
$aEhrlich, August,$d1893-1942	ISIK339	""	2649
$aSalu, Eduard,$d1906-1967	ISIK3392	http://viaf.org/viaf/3149542808900301751	2652
$aSalu, Herbert,$d1911-1988	ISIK3393	http://viaf.org/viaf/39457577	2653
$aSalurand, Ed.	ISIK3394	""	2654
$aSalurand, Eduard	ISIK3394	""	2654
$aSander, Tõnu,$d1868-1894	ISIK3403	http://viaf.org/viaf/10149542589800300709	2665
$aSildnik, August,$d1886-1955	ISIK3419	http://viaf.org/viaf/1149542845000302168	2682
$aSulgerson, Ed	ISIK3423	""	2687
$aSumberg, Voldemar,$d1893-1965	ISIK3425	http://viaf.org/viaf/2349149544577800490008	2689
$aSummer, Hugo,$d1888-1971	ISIK3427	""	2691
$aSupp, Hindrek,$d1852-1936	ISIK3429	http://viaf.org/viaf/53152380096501762585	2693
$aSusi, A	ISIK3432	""	2697
$aSilla, Vasso	ISIK3440	http://viaf.org/viaf/16149542953500302754	2706
$aSillaste, Uno,$d1910-1987	ISIK3444	http://viaf.org/viaf/61149542770000301329	2710
$aSilvet, Johannes,$d1895-1979	ISIK3448	http://viaf.org/viaf/5059852	2714
$aEichhorn, Wilhelm Friedrich,$c1827-1896	ISIK345	http://viaf.org/viaf/11149542732100301132	2716
$aEichhorn, Wilhelm Friedrich,$d1827-1896	ISIK345	http://viaf.org/viaf/11149542732100301132	2716
$aSimm, Ants,$d1877-1946	ISIK3450 ISIK3451	http://viaf.org/viaf/7247149544615800490001	2717
$aSimm, Juhan,$d1885-1959	ISIK3453	http://viaf.org/viaf/8420149544624600490006	2719
$aSimon, Aleksander,$d1877-1960	ISIK3456	http://viaf.org/viaf/22149542785200301451	2722
$aSimon, Aleksander,$d1877-?	ISIK3456	http://viaf.org/viaf/22149542785200301451	2722
$aEichwald, Karl,$d1889-1976	ISIK346	http://viaf.org/viaf/292609568	2726
$aEicwald, Karl,$d1889-1976	ISIK346	http://viaf.org/viaf/292609568	2726
$aSinimets, Salme,$d1913-1996	ISIK3460	""	2727
$aSinimäe, Juhan,$d1910-1984	ISIK3461	http://viaf.org/viaf/8149542785000301608	2728
$aSirel, Gustav,$d1867-1903	ISIK3464	http://viaf.org/viaf/38149542778100301378	2731
$aSuurkask, Anton,$d1873-1965	ISIK3466	http://viaf.org/viaf/56145542359896640524	2733
$aSuurmets, Johan,$d1882-?	ISIK3467	""	2734
$aSuursepp, Eduard,$d1896-1975	ISIK3468	http://viaf.org/viaf/47487925	2735
$aSirge, Rudolf,$d1904-1970	ISIK3477	http://viaf.org/viaf/46866502	2745
$aSisask, Anton,$d1889-1969	ISIK3479	""	2747
$aSitska, Jaan,$d1867-1937	ISIK3482	http://viaf.org/viaf/289000630	2751
$aSitska, Peeter,$d1857-1923	ISIK3483	http://viaf.org/viaf/72149542595500300746	2752
$aSitzka, Carl,$d1863-1912	ISIK3484	""	2753
$aSmetanin, Vladimir,$d1888-?	ISIK3486	""	2755
$aAgapetus,$cpseud.,$d1896-1975	ISIK3492	http://viaf.org/viaf/64915969	2762
$aSokolovski, Ernst,$d1833-1899	ISIK3495	http://viaf.org/viaf/9149542848300302172	2765
$aSoll, Nikolai,$d1876-1910	ISIK3497	""	2767
$aAhrens, Eduard,$d1803-1863	ISIK35 ISIK4947	http://viaf.org/viaf/10253065	2770
$aEin, August,$d1893-1986	ISIK350	http://viaf.org/viaf/4528152381779201950000	2771
$aSoomre, Artur,$d1890-1944	ISIK3500	http://viaf.org/viaf/3623149544587700490000	2772
$aSommer, Jakob Martin,$d1860-1897	ISIK3503	http://viaf.org/viaf/895149544566600490002	2775
$aSuve Jaan,$cpseud.,$d1777-1851	ISIK3504	http://viaf.org/viaf/192149542582800300352	2776
$aSuve, Jaan,$cpseud.,$d1777-1851	ISIK3504	http://viaf.org/viaf/192149542582800300352	2776
$aSommer, Samuel,$d1872-1940	ISIK3505	http://viaf.org/viaf/12152380088601762222	2777
$aSoo, Jaan,$d1869-1939	ISIK3508	http://viaf.org/viaf/18149542791500301596	2780
$aSoom, Arnold,$d1900-1977	ISIK3510	http://viaf.org/viaf/12433922	2783
$aSõerd, Leonhard	ISIK3512	""	2785
$aSõggel, Jaak,$d1871-1963	ISIK3515	http://viaf.org/viaf/59149542792100301595	2788
$aVoodela, Alide,$dpseud,$d1871-1963	ISIK3515	http://viaf.org/viaf/59149542792100301595	2788
$aSõnajalg, H	ISIK3516	""	2789
$aSõster, Johannes,$d1876-1953	ISIK3518	http://viaf.org/viaf/39149542583800300400	2791
$aSoonpää, Karl-Johannes,$d1895-1944	ISIK3521	""	2795
$aSoonpää, Leo,$d1903-1979	ISIK3522	http://viaf.org/viaf/316016703	2796
$aSoonvald, Jaan,$d1890-1980	ISIK3524	http://viaf.org/viaf/1670149544572200490005	2798
$aSoots, Jaan,$d1880-1942	ISIK3529	http://viaf.org/viaf/6947149544613600490004	2803
$aEiner, Hans,$d1856-1927	ISIK353	http://viaf.org/viaf/1959149544574800490004	2804
$aSoots, Johann	ISIK3530	""	2805
$aSpeek, Aleksander,$d1901-1942?	ISIK3536	""	2811
$aLeidin, J.,$cpseud.,$d1866-1921	ISIK3537	http://viaf.org/viaf/7604149544618300490007	2812
$aSpeek, Jaan,$d1866-1921	ISIK3537	http://viaf.org/viaf/7604149544618300490007	2812
$aPeters, P.,$cpseud.,$d1873-1968	ISIK3538	http://viaf.org/viaf/24327273	2813
$aSpeek, Peeter,$d1873-1968	ISIK3538	http://viaf.org/viaf/24327273	2813
$aSpuhl-Rotalia, Jaan,$cpseud.,$d1859-1916	ISIK3543	http://viaf.org/viaf/6149542583500300400	2819
$aStein, Heinrich,$d1844-1904	ISIK3548	""	2824
$aSõster, Vilma,$d1882-1941	ISIK3552	http://viaf.org/viaf/32149542955300302747	2829
$aSäkk, Julius,$d1897-1962	ISIK3555	http://viaf.org/viaf/10149542819900301986	2832
$aSäre, Karl,$d1903-1945	ISIK3556	http://viaf.org/viaf/3300142	2833
$aSärev, Andres,$d1902-1970	ISIK3558	http://viaf.org/viaf/73888625	2835
$aEisen, Matthias Johann,$d1857-1934	ISIK356	http://viaf.org/viaf/19797187	2837
$aOese, M.,$cpseud	ISIK356	http://viaf.org/viaf/19797187	2837
$aSärgava, Ernst,$d1868-1958	ISIK3560	""	2838
$aSärm, Agnes	ISIK3563	""	2841
$aSööt, Karl Eduard,$d1862-1950	ISIK3568	http://viaf.org/viaf/49392118	2846
$aSööt, karl Eduard,$d1862-1950	ISIK3568	http://viaf.org/viaf/49392118	2846
$aSteinberg, Jaan,$d1866-?	ISIK3570	""	2849
$aSteinmann, Julie,$d1883-1957	ISIK3571	http://viaf.org/viaf/73149542581500300442	2850
$aSternbeck, Otto,$d1884-1941	ISIK3572	http://viaf.org/viaf/2477149544578900490009	2851
$aStieren, Adalbert,$d1880-1974	ISIK3574	""	2853
$aStrickholm, D	ISIK3578	""	2857
$aEisenschmidt, Aleksander,$d1876-1914	ISIK358	http://viaf.org/viaf/3391151898617724190007	2859
$aStürmer, Leo	ISIK3581	""	2861
$aSuburg, Laura,$d1853-1928	ISIK3582	http://viaf.org/viaf/143149542572000300072	2862
$aSuburg, Lilli,$d1841-1923	ISIK3583	http://viaf.org/viaf/52767099	2863
$aSuigusaar, Mihkel,$d1842-1916	ISIK3584	http://viaf.org/viaf/790149544565700490009	2864
$aSuik, Alfred,$d1900-1971	ISIK3587	http://viaf.org/viaf/15152380006801761572	2867
$aSuits, Aino,$d1884-1969	ISIK3588	http://viaf.org/viaf/69728281	2868
$aSuits, Gustav,$d1883-1956	ISIK3589	http://viaf.org/viaf/64806481	2869
$aEisenschmidt, C	ISIK359	""	2870
$aEisenschmidt, C.	ISIK359	""	2870
$aTaev, Karl,$d1903-1992	ISIK3592	http://viaf.org/viaf/53112681	2873
$aTaevere, Martin,$d1879-1939	ISIK3593	http://viaf.org/viaf/9149542837600302054	2874
$aTaggo, Boris,$d1907-1945	ISIK3594	""	2875
$aTaklaja, Jaan,$d1898-1942	ISIK3597	http://viaf.org/viaf/9438149544632000490006	2878
$aTallmeister, Theodor,$d1889-1947	ISIK3602 VEPER1676	http://viaf.org/viaf/72748496	2885
$aTalvik, Siegfried,$d1878-1929	ISIK3605	http://viaf.org/viaf/192149294311580521788	2888
$aEisenschmidt, Hedwig	ISIK361	""	2893
$aRanna, Helene,$cpseud.,$d1898-1946	ISIK3610	http://viaf.org/viaf/304813444	2894
$aTamm, Aino,$d1864-1945	ISIK3616	http://viaf.org/viaf/51391251	2900
$aEisenschmidt, Wilhelm,$d1839-1922	ISIK362	http://viaf.org/viaf/3914149544590200490004	2904
$aTamm, August	ISIK3622	""	2907
$aTamm, August,$d1906-?	ISIK3622	""	2907
$aTamm, Jakob,$d1861-1907	ISIK3627	http://viaf.org/viaf/73707397	2912
$aTamm, Johan,$d1896-1968	ISIK3628	http://viaf.org/viaf/59497026	2913
$aElango, Aleksander,$d1902-2004	ISIK363	http://viaf.org/viaf/33248225	2915
$aTamm, Rudolf,$d1898-1987	ISIK3631	http://viaf.org/viaf/9441149544632100490005	2917
$aTammann, August,$d1893-1934	ISIK3635	http://viaf.org/viaf/13149542573200300152	2921
$aTammar, Friedrich,$d1900-1974	ISIK3638	""	2924
$aElango, Julius,$d1895-1976	ISIK364	http://viaf.org/viaf/9277149544630800490000	2926
$aTammekann, August,$d1894-1959	ISIK3640	http://viaf.org/viaf/197420032	2927
$aTammekann, August Ferdinand,$d1894-1959	ISIK3640	http://viaf.org/viaf/197420032	2927
$aTammemägi, Jaan,$d1872-1945	ISIK3641	""	2928
$aTammeorg, Johannes,$d1919-1986	ISIK3642	http://viaf.org/viaf/30966023	2929
$aTammer, Harald,$d1899-1942	ISIK3643	http://viaf.org/viaf/307174883	2930
$aTammeri, A.	ISIK3644	""	2931
$aTammeri, Aleksander Nikolai,$d1851-1912	ISIK3644	""	2931
$aTammik, Arnold,$d1893-1970	ISIK3647	http://viaf.org/viaf/3786149544589100490003	2934
$aTammlaan, Evald,$d1904-1945	ISIK3651	http://viaf.org/viaf/6966391	2939
$aTampere, Herbert,$d1909-1975	ISIK3653	http://viaf.org/viaf/10124016	2941
$aTamverk, Mart,$d1867-1947	ISIK3654	http://viaf.org/viaf/9877149544635500490009	2942
$aTann, Heinrich,$d1898-1941	ISIK3658	""	2946
$aTann, Nikolai,$d1890-1963	ISIK3659	""	2947
$aTarand, Helmut,$d1911-1987	ISIK3662	http://viaf.org/viaf/253428217	2951
$aTark, Henry P	ISIK3668	""	2957
$aTarkiainen, Viljo,$d1879-1951	ISIK3669	""	2958
$aTarkpea, Karl	ISIK3671	""	2961
$aTarmisto, Julius,$d1890-1956	ISIK3673	http://viaf.org/viaf/133149542802400301639	2963
$aTarvel, Peeter,$d1894-1953	ISIK3676	http://viaf.org/viaf/53516223	2966
$aTasa, Edur,$d1903-1941	ISIK3677	http://viaf.org/viaf/30149542574700300191	2967
$aEliaser, Rein,$d1885-1941	ISIK368	http://viaf.org/viaf/9376149544631600490008	2970
$aTassa, Aleksander,$d1882-1955	ISIK3682	http://viaf.org/viaf/426433	2973
$aTaul, H	ISIK3689 ISIK3690	""	2980
$aSüdda, Peeter,$d1830-1893	ISIK3695	http://viaf.org/viaf/208149542573200300060	2986
$aSütiste, Juhan,$d1899-1945	ISIK3696	http://viaf.org/viaf/27053745	2987
$aSüvalep, Arnold,$d1888-1968	ISIK3699	http://viaf.org/viaf/5870149544605100490008	2990
$aAibel, Eduard	ISIK37	""	2991
$aElisto, Elmar,$d1901-1987	ISIK370	http://viaf.org/viaf/12155882	2992
$aŠumakov, Jüri,$d1914-1997	ISIK3705	http://viaf.org/viaf/6396936	2998
$aEljas, J	ISIK371	""	3003
$aTeder, Jakob,$d1873-1949	ISIK3711	http://viaf.org/viaf/16149542766200301318	3005
$aTeder, Kaljula,$d1905-1978	ISIK3713	http://viaf.org/viaf/36604187	3007
$aTeder, Liisu	ISIK3715	http://viaf.org/viaf/10852420	3009
$aTalomaa, J. H.,$cpseud.,$d1896-1923	ISIK3722	http://viaf.org/viaf/3201149544584700490002	3017
$aTeinmann, Joosep Heinrich,$d1896-1923	ISIK3722	http://viaf.org/viaf/3201149544584700490002	3017
$aTeiter, Eduard,$d1886-1938	ISIK3724	""	3019
$aTeiter, Georg,$d1889-1938	ISIK3725	""	3020
$aTekko, Anton,$d1909-1967	ISIK3726	http://viaf.org/viaf/21154681702847860022	3021
$aTell, A	ISIK3727	""	3022
$aElken, Juhan,$d1851-1931	ISIK373	http://viaf.org/viaf/90149544560200490000	3025
$aTender, Erik,$d1902-1991	ISIK3730	http://viaf.org/viaf/3976149544590600490008	3026
$aTennison, Karl August,$d1883-1962	ISIK3732	http://viaf.org/viaf/2374149544578200490006	3028
$aVahindra,$cvend,$d1883-1962	ISIK3732	http://viaf.org/viaf/2374149544578200490006	3028
$aTennmann, Eduard,$d1878-1936	ISIK3733	http://viaf.org/viaf/9227446	3029
$aVironi, Tenno,$cpseud.,$d1887-1951	ISIK3734	http://viaf.org/viaf/8473149544625300490007	3030
$aTenter, Elise,$d1888-1931	ISIK3738	http://viaf.org/viaf/73149542812500301654	3034
$aTeppaks-Pavlov, Andrei,$d1842-1888	ISIK3740	http://viaf.org/viaf/78149542592100300735	3037
$aTeppan, Alfred,$d1890-1975	ISIK3741	http://viaf.org/viaf/457155466463302160005	3038
$aTeppich-Kasemets, Voldemar,$d1899-1941	ISIK3742 ISIK3776	http://viaf.org/viaf/5417155769095027880009	3039
$aZimmermann, Johannes-Friedrich,$d1882-1942	ISIK3748	""	3045
$aYrjö-Koskinen, Yrjö Sakari,$d1830-1903	ISIK3758	http://viaf.org/viaf/12298815	3056
$aYrjö-Koskinen, Yrjö-Sakari,$d1830-1903	ISIK3758	http://viaf.org/viaf/12298815	3056
$aÜksip, Albert,$d1886-1966	ISIK3759	http://viaf.org/viaf/311427936	3057
$aEllerberg, Gustav,$b1830-?	ISIK376	http://viaf.org/viaf/6149542912100302282	3058
$aEllerberg, Gustav,$d1830-	ISIK376	http://viaf.org/viaf/6149542912100302282	3058
$aEllerberg, Gustav,$d1830-?	ISIK376	http://viaf.org/viaf/6149542912100302282	3058
$aÜllaste, Leenart,$d1910-2003	ISIK3761	http://viaf.org/viaf/11149542848400302174	3060
$aÜürike, Madis,$d1920-1970	ISIK3763	http://viaf.org/viaf/281033036	3062
$aÖpik, Armin,$d1898-1983	ISIK3764 VEPER1689	http://viaf.org/viaf/67234349	3063
$aÖvel, Richard,$d1894-1958	ISIK3766	""	3065
$aTohver, Jaan,$d1904-1974	ISIK3773	http://viaf.org/viaf/28153409768341582618	3073
$aTetsmann, Ernst,$d1882-1950	ISIK3779 ISIK3780	http://viaf.org/viaf/2916149544582200490008	3078
$aTheo, Georg Gustav	ISIK3785	""	3084
$aThomson, August Friedrich,$d1873-1942	ISIK3789	""	3088
$aEnnemuist, Aleksander,$d1890-1975	ISIK379	""	3089
$aThomson, Voldemar	ISIK3796	""	3096
$aTief, Otto,$d1889-1976	ISIK3799	http://viaf.org/viaf/33152331	3099
$aEnno, Ernst,$d1875-1934	ISIK380	http://viaf.org/viaf/37746887	3101
$aTigane, Leida,$d1908-1983	ISIK3800	http://viaf.org/viaf/305075425	3102
$aTigane, Valentine,$d1906-1987	ISIK3801 ISIK3994	http://viaf.org/viaf/1460149544570900490009	3103
$aUrm, Inger,$cpseud.,$d1906-1987	ISIK3801 ISIK3994	http://viaf.org/viaf/1460149544570900490009	3103
$aTiido, Bruno,$d1904-1946	ISIK3803	""	3105
$aTiitsen, Leonhard,$d1901-1991	ISIK3808	""	3110
$aTiitsmaa, Aleksander,$d1898-1955	ISIK3809	http://viaf.org/viaf/32153409743941581961	3111
$aTiitus, Romulus,$d1906-1982	ISIK3810	http://viaf.org/viaf/33371759	3113
$aÕiglas, H.	ISIK3813	""	3116
$aOengo, Julius,$d1901-1941	ISIK3815	http://viaf.org/viaf/41051931	3118
$aOro, Julius,$cpseud.,$d1901-1941	ISIK3815	http://viaf.org/viaf/41051931	3118
$aÕun, Elmar,$d1906-1977	ISIK3819	http://viaf.org/viaf/102914569	3122
